['ini', 'alikasi', 'login', 'susah', 'banhetverifikasi', 'wajah', 'enggak', 'kali', 'nuggu', 'besok', 'telfon', 'jaring', 'lagpdhl', 'sudah', 'pakai', 'wifi', 'cutomernya', 'langsung', 'bilang', 'coba', 'halah', 'enggak', 'tau']	negative
['suka', 'masalah', 'kali', 'buka', 'aplikasi', 'jam', 'malam', 'atas']	negative
['sebenarnya', 'sudah', 'bagus', 'cepat', 'ringan', 'load', 'aplikasi', 'sayang', 'fitur', 'mobile', 'tunai', 'tolong', 'segera', 'fitur', 'terimakasih']	neutral
['manfaat', 'cepat', 'transaksi', 'bank']	positive
['lumayan', 'terkadang', 'jam', 'malam', 'susah', 'menarik']	neutral
['menu', 'pilih', 'aplikasi', 'pangkas', 'lengkap', 'kayak', 'tarik', 'tunai', 'kartu', 'atm', 'lupa', 'bawa', 'dompet', 'tolong', 'menu', 'tarik', 'uang', 'kartu', 'atm', 'tambah', 'menu', 'fitur', 'aplikasi', 'bni', 'aplikasi', 'fiturnya']	neutral
['aplikasi', 'lot', 'jelek', 'enggak', 'jelasaplikasi', 'sampah', 'lot', 'banget', 'modal', 'dong', 'kalau', 'bikin', 'aplikasijgn', 'takut', 'rugi']	negative
['aplikasi', 'error', 'transaksi', 'terang', 'transaksi', 'lebih', 'limit']	neutral
[]	positive
['respon', 'cepat', 'banget', 'sat', 'set', 'sat', 'set', 'pakai', 'tampil', 'gampang', 'paham', 'ribet', 'the', 'bestt', 'laahh', 'wondr']	positive
['fitur', 'fx', 'mobile', 'lihat', 'kurs', 'tukar', 'dollar', 'app', 'bni', 'app', 'bni', 'sptnya', 'lebih', 'lengkap']	neutral
['hati', 'transaksi', 'apk', 'beli', 'token', 'listrik', 'kali', 'duaduanya', 'gagal', 'saldo', 'potong', 'kali', 'kembali', 'dana', 'kali', 'kirim', 'email', 'respon', 'respon', 'lempar', 'pln', 'situ', 'kali', 'transaksi', 'terang', 'kali', 'kembali', 'dana']	negative
['kalo', 'fitur', 'okecuma', 'kalo', 'mutasi', 'rekening', 'lengkap', 'terang', 'mbanking']	positive
['crash', 'mulu', 'selesai', 'verifikasi', 'enggak bisa', 'login']	negative
['mantab', 'bantu']	positive
['tampil', 'simple', 'easy', 'tapi', 'use', 'enggak', 'bikin', 'bingung', 'transaksi', 'cepat', 'nyaman', 'top', 'mantap', 'is', 'the', 'best']	positive
['app', 'bagus', 'bantu', 'terimakasih', 'wondr']	positive
['aplikasi', 'wondr', 'by', 'bni', 'mantap']	positive
['wondr', 'by', 'bni', 'jadikan', 'mu', 'tampil', 'colorfull', 'transaksi', 'mana', 'sesuai', 'butuh', 'nasabah']	positive
['mudah', 'mengantri', 'atm']	positive
['keren', 'aplikasi', 'setor', 'tunai']	positive
['mudah', 'cepat']	positive
['masuk', 'enak', 'pakai', 'bni', 'mobile', 'wonder', 'transfer', 'e', 'wallet', 'batas']	negative
['mudah', 'simpel', 'bantu']	positive
['transaksi', 'beli', 'pulsa', 'wonder', 'by', 'bni', 'lapor', 'gagal', 'saldo', 'terpotongmohon', 'jasa']	positive
['mantap', 'gampang', 'ketimbang', 'bni', 'mobile']	positive
['pakai', 'aplikasi', 'mudah', 'terus', 'ribet', 'kaum', 'rebah', 'bikin', 'rekening', 'mengantri', 'harus', 'kantor', 'langsung', 'aplikasi', 'sudah', 'menghandle', 'neng', 'kartu', 'fisik', 'kirim', 'kurir', 'ulala', 'neng', 'enggak', 'tuh']	positive
['wondr', 'by', 'bni', 'setiap', 'jam', 'atas', 'ganggu', 'transaksi']	negative
['verifikasi', 'email', 'login', 'susah', 'benar', 'otp', 'salah', 'dimasuki', 'sesui', 'kode', 'kirim', 'aneh', 'benar', 'mending', 'enggak usah', 'update', 'wondr', 'benar', 'bni', 'mobile', 'saja', 'friendlly', 'user', 'otp', 'tetkahir', 'gabis']	negative
['aplikasi', 'bagus', 'guna', 'lancar', 'tampil', 'tarik', 'ayo', 'lengkap', 'fitur', 'transaksi']	positive
['login', 'masuk', 'akun', 'aplikasi', 'coba', 'masuk', 'apk', 'enggak', 'bagus', 'aplikasi', 'lama', 'aplikasi', 'login']	negative
['tranfers', 'praktis', 'anti', 'ribet']	positive
['buka', 'aplikasi']	negative
['kecewa', 'bikin', 'akun', 'oadahal', 'lahir', 'aplikasi', 'tulis', 'minimum', 'buka', 'rekening']	negative
['ewallet', 'minggu', 'error', 'mulu', 'kirim', 'saldo', 'apk', 'dana', 'mohon', 'baik', 'admin', 'konfirmasi', 'pindah', 'apk', 'kendala', 'kecewa', 'admin', 'merespon', 'tunggu', 'baik', 'terima', 'kasih']	positive
['transaksi', 'mudah']	positive
['erorr', 'login', 'akun', 'coba', 'aplikasi']	negative
['banyak', 'ngebug', 'aplikasi', 'dipakaj', 'aneh', 'kelas', 'bni', 'gin', 'baik', 'dong', 'nasabah', 'ngeluh']	negative
['verifikasi', 'email', 'kirim', 'mending', 'pakai', 'bni', 'mobile']	negative
['bagus', 'cepat', 'transaksi']	positive
['riwayat', 'transaksi', 'terupdate', 'tolong', 'baik']	neutral
['lapor', 'masuk', 'buku', 'tabung', 'saldo', 'defisit', 'tau', 'rinciannya', 'metode', 'bayar', 'qris', 'bug', 'mana', 'scan', 'bayar', 'tf', 'bank', 'bni']	neutral
['rubah', 'deh', 'lancar', 'tf', 'saldo', 'cukup', 'notif', 'aku', 'cukup']	negative
['aplikasi', 'banyak', 'kendalamembuang', 'waktusangat', 'sayang', 'kendala', 'situasi', 'genting']	neutral
['apk', 'bantu', 'penguna', 'infomasi', 'i', 'saldo', 'masuk', 'terima', 'kasih', 'bni']	positive
['kasih', 'bintang', 'sudah', 'masuk', 'login', 'kok', 'suruh', 'memasuki', 'kode', 'otp', 'emaill', 'masuk', 'gagal', 'mohon', 'bantu', 'kode', 'sudah', 'emall', 'tetap', 'gagal']	neutral
['mudah', 'akses', 'mudah', 'paham']	positive
['uninstall', 'download', 'mentok', 'logo', 'wondrada', 'solusi', 'kembang']	negative
['enggak', 'buka', 'aplikasi', 'sinyal', 'full']	neutral
['pakai', 'wondr', 'bni', 'mudah', 'transaksi', 'terima kasih', 'bni']	positive
['bagaimana', 'ini', 'idah', 'daftar', 'baru', 'kemarin', 'malah', 'suruh', 'daftar', 'lagi', 'data', 'tohem', 'heran', 'mohon', 'depelovernya', 'apk', 'dibnenahin', 'daftar', 'biar', 'langsung', 'login', 'masuk', 'pinklo', 'setiap', 'baru', 'dftar', 'ngribetin', 'keluh', 'oke', 'kasih', 'dulu', 'baik', 'full']	negative
['top', 'up', 'e', 'wallet', 'batas', 'hari', 'mending', 'batas', 'top', 'up']	neutral
['menarik', 'tunai', 'mobile', 'bni', 'kode', 'kirim', 'sms', 'tolong', 'baik', 'sudah', 'mencoba', 'banyak', 'mesin', 'atm', 'kode', 'kirim', 'sms']	neutral
['maintenance', 'mulu', 'orang', 'buru', 'menunggu']	neutral
['bagus', 'bantu']	positive
['fitur', 'mobil', 'banking']	negative
['sesi', 'enggak', 'login', 'ngadat', 'bolak', 'enggak', 'masuk', 'susah']	negative
['mudah', 'transaksi']	neutral
['allhamdulilah', 'cepat', 'kirim', 'layan', 'muas', 'semoga', 'lancar', 'sukses', 'wondr', 'by', 'bni', 'mantap']	positive
['bantu']	positive
['aplikasi', 'bagus', 'tampil', 'keren', 'mudah', 'paham', 'transaksi', 'qris']	positive
['fiturnya', 'bagustapi', 'bikin', 'verifikasi', 'pin', 'selalu', 'tulis', 'salah', 'sistem', 'terus', 'verifikasi', 'ulang', 'pin', 'henti', 'situ', 'enggak', 'halaman', 'selanjutnyaini', 'sudah', 'inikendalanya', 'habis', 'foto', 'ktp', 'ngisi', 'nomor', 'kartu', 'habis', 'verifikasi', 'pinbikin', 'pinnah', 'ngisi', 'pin', 'selalu', 'tulis', 'maaf', 'salah', 'sistemterus', 'coba', 'kannah', 'henti', 'situ', 'masuk', 'akun']	neutral
['ayo', 'buru', 'baru', 'uang', 'ku', 'deh', 'transfer', 'kemarin', 'bank', 'mengirim', 'hasil', 'bni', 'chek', 'enggak', 'masuk', 'sudah', 'menunggu', 'respon']	negative
['tarik', 'tunai', 'bni', 'repot', 'enggak', 'mandiri', 'sudah', 'enggak', 'jaman', 'pakai', 'kode', 'otp', 'jarang', 'pulsa', 'moga', 'dipersimple', 'masuk', 'nomor', 'telepon', 'kode', 'tari', 'tampa', 'kode', 'otp', 'layak', 'mandiri']	negative
['aplikasi', 'wondr', 'bni', 'mobilebanking', 'fitur', 'komunikatif', 'lengkap', 'bantu', 'transaksi']	positive
['login', 'susah', 'wifi', 'lancar', 'aplikasi', 'lancar', 'kecuali', 'wondr', 'susah', 'banget', 'login', 'bagaimana', 'nih']	negative
['enggak', 'pilih', 'login', 'sudah', 'daftar']	positive
['banget', 'suruh', 'hubung', 'cabang', 'dekat', 'cuman', 'ngeriset', 'hapus', 'aplikasi', 'transaksi', 'tolong', 'fitur', 'begini', 'biar', 'ngeribettin']	negative
['cepat', 'transaksi']	positive
['ganggu', 'loading']	negative
['tolong', 'update', 'tampil', 'ui', 'acak', 'acak', 'ribet', 'bar', 'kanan', 'kiri', 'menu', 'drop', 'down', 'menu', 'search']	positive
['sulit', 'masuk']	negative
['aplikasi', 'bagus', 'fitur', 'transaksi', 'kartu', 'mudah', 'transaksi', 'kode', 'otp', 'pakai', 'pulsa']	positive
